variable,coef,std_err,t,p_value,signif
const,-11.085825499578897,0.21442610145086347,-51.69998160004441,0.0,***
is_call,-0.7844403455436065,0.20421430596536128,-3.841260492674117,0.00012240413229866283,***
iv_rv_gap_z,1.677052630869587,0.37276174251340066,4.498993430929403,6.827596707948209e-06,***
log_moneyness_z,-3.2434687563200892,0.23845651426163283,-13.601929753788893,3.90005432796053e-42,***
log_rel_bid_ask_spread_z,0.7406704859627673,0.23722028358224823,3.1222898597790625,0.0017945016293468856,***
oi_rel_z,0.04466211122660927,0.09655953995754155,0.46253442431734626,0.6436981218935101,
time_to_maturity_years_z,-0.3373716749039011,0.10221634737441691,-3.3005647684524844,0.0009649043916972477,***
ttm_x_abs_log_moneyness_z,0.625715267703048,0.09693995957094707,6.45466813141291,1.0845630889899842e-10,***
