snapshot_time_utc,underlying_price_ref,realized_vol_14d_ann,option_type,is_call,strike,expiry_utc,time_to_maturity_years,option_price,log_moneyness,ttm_x_abs_log_moneyness,iv_rv_gap,rel_bid_ask_spread,oi_rel
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,CALL,1,90000.0,2025-06-27T08:00:00+00:00,0.07077625570776255,0.1457127040105153,0.14538369521034272,0.010289713587946631,0.10662165231446852,0.013745704467353966,0.0967479218153224
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,CALL,1,180000.0,2025-09-26T08:00:00+00:00,0.32009132420091324,0.0069021484372225,-0.5477634853496026,0.17533433937446186,0.1725544675144685,0.07407407407407414,0.07177460121321051
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,PUT,0,98000.0,2025-06-02T08:00:00+00:00,0.00228310502283105,0.0001569861667601,0.060225886870035765,0.00013750202481743325,0.2219586940144685,0.6666666666666666,0.011837227589305775
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,CALL,1,105000.0,2025-12-26T08:00:00+00:00,0.5694063926940639,0.1611893524011146,-0.008766984616915545,0.00499197708552223,0.1247261216144685,0.03410852713178297,0.00014041788362165804
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,CALL,1,55000.0,2025-09-26T08:00:00+00:00,0.32009132420091324,0.4863623779260828,0.6378601803081368,0.2041735097698648,0.2531103120144685,0.008221993833504632,0.01352224219276567
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,PUT,0,105000.0,2025-12-26T08:00:00+00:00,0.5694063926940639,0.1294249765793236,-0.008766984616915545,0.00499197708552223,0.1247261216144685,0.026974951830443183,0.0
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,CALL,1,80000.0,2026-03-27T08:00:00+00:00,0.8187214611872146,0.3286254482087279,0.2631667308667262,0.2154602504310685,0.14334639941446853,,0.0020360593125140418
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,PUT,0,55000.0,2025-09-26T08:00:00+00:00,0.32009132420091324,0.0028719492550238,0.6378601803081368,0.2041735097698648,0.2531103120144685,0.0666666666666667,0.028280161761401933
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,CALL,1,98000.0,2025-06-02T08:00:00+00:00,0.00228310502283105,0.0586998945472976,0.060225886870035765,0.00013750202481743325,0.2219586940144685,0.0341880341880341,0.0
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,PUT,0,80000.0,2026-03-27T08:00:00+00:00,0.8187214611872146,0.0552735576486877,0.2631667308667262,0.2154602504310685,0.14334639941446853,0.0727272727272728,0.005307796000898674
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,CALL,1,130000.0,2025-07-25T08:00:00+00:00,0.14748858447488583,0.0133505003092131,-0.22234108491497465,0.032792771884720004,0.12097506181446849,0.03773584905660381,0.08648337452257919
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,PUT,0,130000.0,2025-07-25T08:00:00+00:00,0.14748858447488583,0.2496525613377711,-0.22234108491497465,0.032792771884720004,0.12097506181446849,,0.002309874185576275
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,PUT,0,82000.0,2025-07-25T08:00:00+00:00,0.14748858447488583,0.0088684940767178,0.23847411827635467,0.03517221013847605,0.15067098211446855,0.05714285714285699,0.025071613120647044
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,PUT,0,100000.0,2025-06-13T08:00:00+00:00,0.032420091324200914,0.0134720674101519,0.04002317955251641,0.0012975551361774727,0.05282801061446851,0.03773584905660381,0.04836694001348012
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,PUT,0,124000.0,2025-06-13T08:00:00+00:00,0.032420091324200914,0.189864132819216,-0.1750882000644291,0.0056763754358787515,0.10111756931446853,0.03645833333333336,0.0023519995506627723
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,PUT,0,90000.0,2025-06-27T08:00:00+00:00,0.07077625570776255,0.0067235106083496,0.14538369521034272,0.010289713587946631,0.10662165231446852,0.07999999999999993,0.11989580993035273
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,CALL,1,113000.0,2025-06-02T08:00:00+00:00,0.00228310502283105,0.0001350263794777,-0.08219445317173282,0.00018765856888523473,0.37886528111446854,,0.007786171646820939
2025-06-01T12:00:00+00:00,104083.48999999999,0.3673190230855315,PUT,0,113000.0,2025-06-02T08:00:00+00:00,0.00228310502283105,0.0856891986896705,-0.08219445317173282,0.00018765856888523473,0.37886528111446854,,0.0
